run_id,input_path,exists,sha256,source_run_id,effect,claim_boundary
run364AW_review_threshold_edge_floor001_mt5_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AV/final_decision.json,True,6b38520fcdde6f4ef9f7b836ad697e13e7e0cef6aca5e8a50b57cc9339c8c39c,run364AV_execute_threshold_edge_floor001_mt5_runtime_probe_without_db_v1,"AW 검토 입력 정체성(input identity, 입력 정체성)을 고정한다.",research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AW_review_threshold_edge_floor001_mt5_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AV/required_gate_coverage_audit.csv,True,5ea551884f2ed7bf36d93594127a0c9f7a47ce5b09074ecfb91fec78b1e36e14,run364AV_execute_threshold_edge_floor001_mt5_runtime_probe_without_db_v1,"AW 검토 입력 정체성(input identity, 입력 정체성)을 고정한다.",research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AW_review_threshold_edge_floor001_mt5_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AV/threshold_edge_floor001_mt5_probe_summary.csv,True,cb857828be5d2b609961e0c8a7f7aaa25f5c11accc8792442228568a6679e510,run364AV_execute_threshold_edge_floor001_mt5_runtime_probe_without_db_v1,"AW 검토 입력 정체성(input identity, 입력 정체성)을 고정한다.",research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AW_review_threshold_edge_floor001_mt5_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AV/proxy_mt5_runtime_difference.csv,True,e9f3d60e8cd1915c5166ef36643605ab49e2e38922394f425fdab8c7a21093fa,run364AV_execute_threshold_edge_floor001_mt5_runtime_probe_without_db_v1,"AW 검토 입력 정체성(input identity, 입력 정체성)을 고정한다.",research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AW_review_threshold_edge_floor001_mt5_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AV/probability_runtime_difference.csv,True,17b9f19fce023bdb9a53c5a6507c702df3891c62871eb4ee9f6b20a2c5a851c3,run364AV_execute_threshold_edge_floor001_mt5_runtime_probe_without_db_v1,"AW 검토 입력 정체성(input identity, 입력 정체성)을 고정한다.",research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AW_review_threshold_edge_floor001_mt5_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AV/runtime_output_copy_manifest.csv,True,e17d61448c64f05e680087c25aa19a727cda9116386a8be6bebfc4e6eaa7beba,run364AV_execute_threshold_edge_floor001_mt5_runtime_probe_without_db_v1,"AW 검토 입력 정체성(input identity, 입력 정체성)을 고정한다.",research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AW_review_threshold_edge_floor001_mt5_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AV/strategy_tester_report_records.json,True,1fc1802fe2a94452010bb8425541bb3a9cba9f11967967b26eabc5281b3e46fe,run364AV_execute_threshold_edge_floor001_mt5_runtime_probe_without_db_v1,"AW 검토 입력 정체성(input identity, 입력 정체성)을 고정한다.",research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AW_review_threshold_edge_floor001_mt5_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AV/mt5_execution_result.json,True,8c8f53fb36e4bc22f9ee97966af7bfba0c2afbee14b15c2763720e8ffe0ff1c1,run364AV_execute_threshold_edge_floor001_mt5_runtime_probe_without_db_v1,"AW 검토 입력 정체성(input identity, 입력 정체성)을 고정한다.",research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AW_review_threshold_edge_floor001_mt5_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AV/expected_kpi_summary.csv,True,76b036ab649038c667ac15f0c3490df621429898bd965476b7f977ac048d2ca2,run364AV_execute_threshold_edge_floor001_mt5_runtime_probe_without_db_v1,"AW 검토 입력 정체성(input identity, 입력 정체성)을 고정한다.",research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AW_review_threshold_edge_floor001_mt5_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/03_reviews/run364AV_threshold_edge_floor001_mt5_runtime_probe.md,True,01528fa2f50a5939eb0f73750870b3bb1a904fbeb3a6aa687ebf835b4f762a0a,run364AV_execute_threshold_edge_floor001_mt5_runtime_probe_without_db_v1,"AW 검토 입력 정체성(input identity, 입력 정체성)을 고정한다.",research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
