run_id,input_path,exists,sha256,availability,effect,claim_boundary
run364M_prepare_density_lift_trade_shape_onnx_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364L/final_decision.json,True,1716a3173fa1fee8899555115be8c6f8e05fc7cb268f044338e2405e71a339c4,tracked_or_materialized_with_manifest,input identity(입력 정체성)를 고정해 runtime package(런타임 포장)를 재현 가능하게 한다.,research_development_runtime_probe_package_only_common_files_synced_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364M_prepare_density_lift_trade_shape_onnx_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364L/required_gate_coverage_audit.csv,True,6cdcb23232c8584197888de669262f7ad22b3debc62380d56faf77a3d96cb0ca,tracked_or_materialized_with_manifest,input identity(입력 정체성)를 고정해 runtime package(런타임 포장)를 재현 가능하게 한다.,research_development_runtime_probe_package_only_common_files_synced_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364M_prepare_density_lift_trade_shape_onnx_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364L/run364M_next_queue.csv,True,c13ba54a9ed36dd013500d64677273e6ddb6456a6b0cfe2346af185294fb3ca6,tracked_or_materialized_with_manifest,input identity(입력 정체성)를 고정해 runtime package(런타임 포장)를 재현 가능하게 한다.,research_development_runtime_probe_package_only_common_files_synced_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364M_prepare_density_lift_trade_shape_onnx_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364L/selected_model_summary.json,True,5bb1622abd8cc840945c493d94662f7aee43aa6adcdbb18819e936c3aeba8e5d,tracked_or_materialized_with_manifest,input identity(입력 정체성)를 고정해 runtime package(런타임 포장)를 재현 가능하게 한다.,research_development_runtime_probe_package_only_common_files_synced_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364M_prepare_density_lift_trade_shape_onnx_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364L/dynamic_trade_shape_surface.csv,True,41982064df1061af0ad1277ddc60be48f79ca6c0472d2279329ab82770bb0eb4,tracked_or_materialized_with_manifest,input identity(입력 정체성)를 고정해 runtime package(런타임 포장)를 재현 가능하게 한다.,research_development_runtime_probe_package_only_common_files_synced_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364M_prepare_density_lift_trade_shape_onnx_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364L/model_artifact_manifest.csv,True,3395b3b35aff047de3aa0a3647cf32e2899c6c966a58842ca30b1ee8545b8062,tracked_or_materialized_with_manifest,input identity(입력 정체성)를 고정해 runtime package(런타임 포장)를 재현 가능하게 한다.,research_development_runtime_probe_package_only_common_files_synced_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364M_prepare_density_lift_trade_shape_onnx_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364L/onnx_smoke_report.csv,True,9e41d4fa6acd87fbe462bdef07b60d163c826ad4d9cee264b25b4c0b39c4bd37,tracked_or_materialized_with_manifest,input identity(입력 정체성)를 고정해 runtime package(런타임 포장)를 재현 가능하게 한다.,research_development_runtime_probe_package_only_common_files_synced_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364M_prepare_density_lift_trade_shape_onnx_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/03_reviews/run364L_density_lift_trade_shape_onnx_scout.md,True,6a62c23f1c6616f1c7d3228acdc5586d86e4e69d40428ce5faad7cf2564c2f9e,tracked_or_materialized_with_manifest,input identity(입력 정체성)를 고정해 runtime package(런타임 포장)를 재현 가능하게 한다.,research_development_runtime_probe_package_only_common_files_synced_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364M_prepare_density_lift_trade_shape_onnx_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364L/models/h12_move5__rf5_l80_n64.joblib,True,d9d3459cc8206e72b52d6da3297da0b7dc00a03dae71ac2d2149a427f5997f12,tracked_or_materialized_with_manifest,input identity(입력 정체성)를 고정해 runtime package(런타임 포장)를 재현 가능하게 한다.,research_development_runtime_probe_package_only_common_files_synced_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364M_prepare_density_lift_trade_shape_onnx_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364L/models/h12_move5__rf5_l80_n64_feature_order.json,True,77042e6e9442fa9411027b75bc4ca5f208748b5d4e49753ffb2767b03a9b24e6,tracked_or_materialized_with_manifest,input identity(입력 정체성)를 고정해 runtime package(런타임 포장)를 재현 가능하게 한다.,research_development_runtime_probe_package_only_common_files_synced_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
