run_id,input_path,exists,sha256,role,timestamp_boundary(시점 경계),claim_boundary(주장 경계)
run364AD_train_pf_dd_near_miss_density_bridge_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AC/final_decision.json,True,526903124486d017db5588c8b1f1cee10c88cf6de6abeaad7572e043f86e21be,supporting_evidence(보조 근거),"entry-known probability, server time, and fixed thresholds only(진입 시점 확률/서버시각/고정 임계값만 사용)",research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AD_train_pf_dd_near_miss_density_bridge_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AC/required_gate_coverage_audit.csv,True,c8d57eaca8b5d5f694026ef587ab64a0eec1896249d97a4958f42488e32399b7,supporting_evidence(보조 근거),"entry-known probability, server time, and fixed thresholds only(진입 시점 확률/서버시각/고정 임계값만 사용)",research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AD_train_pf_dd_near_miss_density_bridge_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AC/run364AD_scout_queue.csv,True,939dee6939ac3ee85943013d11c0a06378cb76d42f56088e7f9fba6fc86429e1,parent_bridge_queue(부모 연결 대기열),"entry-known probability, server time, and fixed thresholds only(진입 시점 확률/서버시각/고정 임계값만 사용)",research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AD_train_pf_dd_near_miss_density_bridge_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AC/near_miss_profile.csv,True,49dcc3879dbf14f764ebe49bc3cd9768d0069bd1173dd2883b0a71d2e0244785,near_miss_profile(근접 실패 프로필),"entry-known probability, server time, and fixed thresholds only(진입 시점 확률/서버시각/고정 임계값만 사용)",research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AD_train_pf_dd_near_miss_density_bridge_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/03_reviews/run364AC_density_bridge_inputs.md,True,296870fcbee07724451a891acb216b3aaf029dc63a6a852a4ed0be7564351b58,supporting_evidence(보조 근거),"entry-known probability, server time, and fixed thresholds only(진입 시점 확률/서버시각/고정 임계값만 사용)",research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AD_train_pf_dd_near_miss_density_bridge_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364V/selected_runtime_candidate.json,True,9a215ecf4c6a0e32b264027951139895d669cef3f8385a04a86b10402aba869c,runtime_candidate_baseline(런타임 후보 기준),"entry-known probability, server time, and fixed thresholds only(진입 시점 확률/서버시각/고정 임계값만 사용)",research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AD_train_pf_dd_near_miss_density_bridge_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364V/expected_tapes/dual_side_selected_expected_trade_tape.csv,True,45d1b81f8b5ef0571a994fd2dfda3f95c092b966c45eeb1c76ac566877e1238d,baseline_expected_trade_tape(기준 예상 거래 테이프),"entry-known probability, server time, and fixed thresholds only(진입 시점 확률/서버시각/고정 임계값만 사용)",research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AD_train_pf_dd_near_miss_density_bridge_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364V/dual_side_runtime_surface.csv,True,eaf18d991a57408c5925f2ed13590ffeca7de30e673fbd55c88eaaae784fd3a1,supporting_evidence(보조 근거),"entry-known probability, server time, and fixed thresholds only(진입 시점 확률/서버시각/고정 임계값만 사용)",research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AD_train_pf_dd_near_miss_density_bridge_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364M/feature_matrices/density_lift_trade_shape_features.csv,True,b30205801b5d8c3615d886adafd7053e225179a31aaac01d4782d36c391990ca,supporting_evidence(보조 근거),"entry-known probability, server time, and fixed thresholds only(진입 시점 확률/서버시각/고정 임계값만 사용)",research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AD_train_pf_dd_near_miss_density_bridge_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364M/feature_order.json,True,d7a1067f22872488e8ef8c2fa66dbc644b3845662164dd6d9584c0a6d5a883cc,supporting_evidence(보조 근거),"entry-known probability, server time, and fixed thresholds only(진입 시점 확률/서버시각/고정 임계값만 사용)",research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
