run_id,gate(게이트),status,evidence(근거),effect(효과),claim_boundary(주장 경계)
run364AD_train_pf_dd_near_miss_density_bridge_scout_without_db_v1,scope_completion_gate(범위 완료 게이트),passed,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AD/final_decision.json,run364AD scope(364AD 범위)를 proxy scout(프록시 정찰)로 닫는다.,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AD_train_pf_dd_near_miss_density_bridge_scout_without_db_v1,data_integrity_audit(데이터 무결성 감사),passed,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AD/data_integrity_receipt.json,시점 안전 고정 임계값 경계를 기록한다.,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AD_train_pf_dd_near_miss_density_bridge_scout_without_db_v1,topn_rewrite_gate(top_n 재작성 게이트),passed,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AD/bridge_expression_safety_audit.csv,top_n 표현을 직접 재생하지 않는다.,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AD_train_pf_dd_near_miss_density_bridge_scout_without_db_v1,proxy_replay_gate(프록시 재생 게이트),passed,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AD/pf_dd_density_bridge_proxy_scout_surface.csv,timestamp-safe variants(시점 안전 변형)를 재생한다.,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AD_train_pf_dd_near_miss_density_bridge_scout_without_db_v1,performance_attribution_gate(성과 귀속 게이트),passed,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AD/performance_attribution_receipt.json,기준 대비 KPI 차이를 기록한다.,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AD_train_pf_dd_near_miss_density_bridge_scout_without_db_v1,model_boundary_gate(모델 경계 게이트),passed,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AD/model_boundary_receipt.json,새 모델/ONNX(온엑스) 권위를 주장하지 않는다.,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AD_train_pf_dd_near_miss_density_bridge_scout_without_db_v1,result_judgment_gate(결과 판정 게이트),passed,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AD/result_judgment_receipt.json,MT5 필요 경계로 판정한다.,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AD_train_pf_dd_near_miss_density_bridge_scout_without_db_v1,artifact_lineage_audit(산출물 계보 감사),passed,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AD/artifact_lineage_receipt.json,입력/출력 hash(해시)를 연결한다.,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AD_train_pf_dd_near_miss_density_bridge_scout_without_db_v1,claim_boundary_audit(주장 경계 감사),passed,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AD/claim_boundary_receipt.json,runtime authority(런타임 권위)를 열지 않는다.,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AD_train_pf_dd_near_miss_density_bridge_scout_without_db_v1,required_gate_coverage_audit(필수 게이트 커버리지 감사),passed,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AD/required_gate_coverage_audit.csv,필수 gate(게이트)를 closeout(종료 기록)에 연결한다.,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
