candidate_alias,candidate_role,axis,role_scope,pair_role,materialization_intent,axis_decision,axis_avg_net_delta,axis_avg_pf_delta,axis_avg_trade_delta,axis_avg_dd_delta,p1_net_profit,p1_pf,p1_trade_count,p1_dd_percent,p1_expectancy,p1_recovery_factor,signal_retention,blocked_signal_rows,kept_signal_rows,feature_order_hash,run267d_feature_file,run267d_model_file,common_feature_path,common_model_path,design_read,next_validation,claim_boundary
s264_aih,challenger_core,late21,adapter_prototype,primary_adapter_probe_pair(주 어댑터 탐침 쌍),late21 adapter prototype(후반 21시 어댑터 원형),carry_forward_adapter_prototype_axis,98.6,0.068,-42,-14.15,198.2,1.12,312,22.86,0.64,1.04,0.898148148148,55,485,2ab2c67dfb3005122906ff74808ec5571664937452c2a529c153bba5c78f7e24,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267D/adapter_p2_materialization/adapter_prototype/late21/s264_aih/features/s264_aih_late21.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267D/adapter_p2_materialization/adapter_prototype/late21/s264_aih/models/s264_aih_late21_model.csv,OPV2/s267d/run267D_adapter_p2/late21/s264_aih/features/s264_aih_late21.csv,OPV2/s267d/run267D_adapter_p2/late21/s264_aih/models/s264_aih_late21_model.csv,"adapter_probe_ready_not_selection(어댑터 탐침 준비, 선택은 아님)",zoomed equity curve(확대 평가금 곡선); time-slice KPI(시간 구간 핵심 성과 지표); trade quality(거래 품질),research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
s264_lc,defensive_control,late21,adapter_prototype,adapter_control_pair(어댑터 대조 쌍),late21 adapter prototype(후반 21시 어댑터 원형),carry_forward_adapter_prototype_axis,98.6,0.068,-42,-14.15,173.26,1.11,309,22.86,0.56,0.94,0.898148148148,55,485,57802ff8452e88002fcc25324198176680451bd754d1ed7eac425aba5090a0d8,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267D/adapter_p2_materialization/adapter_prototype/late21/s264_lc/features/s264_lc_late21.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267D/adapter_p2_materialization/adapter_prototype/late21/s264_lc/models/s264_lc_late21_model.csv,OPV2/s267d/run267D_adapter_p2/late21/s264_lc/features/s264_lc_late21.csv,OPV2/s267d/run267D_adapter_p2/late21/s264_lc/models/s264_lc_late21_model.csv,"adapter_probe_ready_not_selection(어댑터 탐침 준비, 선택은 아님)",zoomed equity curve(확대 평가금 곡선); time-slice KPI(시간 구간 핵심 성과 지표); trade quality(거래 품질),research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
s262_lih,validation_heavy,late21,adapter_prototype,adapter_control_pair(어댑터 대조 쌍),late21 adapter prototype(후반 21시 어댑터 원형),carry_forward_adapter_prototype_axis,98.6,0.068,-42,-14.15,142.76,1.09,311,25.89,0.46,0.72,0.898148148148,55,485,4f64f17683b280455b32178290469759d37c1ac5c966d9c556def888cbfd04de,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267D/adapter_p2_materialization/adapter_prototype/late21/s262_lih/features/s262_lih_late21.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267D/adapter_p2_materialization/adapter_prototype/late21/s262_lih/models/s262_lih_late21_model.csv,OPV2/s267d/run267D_adapter_p2/late21/s262_lih/features/s262_lih_late21.csv,OPV2/s267d/run267D_adapter_p2/late21/s262_lih/models/s262_lih_late21_model.csv,"exploratory_pair_requires_runtime_review(탐색 쌍, 런타임 검토 필요)",zoomed equity curve(확대 평가금 곡선); time-slice KPI(시간 구간 핵심 성과 지표); trade quality(거래 품질),research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
s258_stc,stress_challenger,late21,adapter_prototype,adapter_stress_or_anchor_pair(어댑터 압박/앵커 쌍),late21 adapter prototype(후반 21시 어댑터 원형),carry_forward_adapter_prototype_axis,98.6,0.068,-42,-14.15,190.46,1.11,332,26.42,0.57,0.86,0.898148148148,55,485,d236bdaee097504348693024cb9d469fa84f770a110e737e9670568b296d9c37,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267D/adapter_p2_materialization/adapter_prototype/late21/s258_stc/features/s258_stc_late21.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267D/adapter_p2_materialization/adapter_prototype/late21/s258_stc/models/s258_stc_late21_model.csv,OPV2/s267d/run267D_adapter_p2/late21/s258_stc/features/s258_stc_late21.csv,OPV2/s267d/run267D_adapter_p2/late21/s258_stc/models/s258_stc_late21_model.csv,"adapter_probe_ready_not_selection(어댑터 탐침 준비, 선택은 아님)",zoomed equity curve(확대 평가금 곡선); time-slice KPI(시간 구간 핵심 성과 지표); trade quality(거래 품질),research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
s264_aia,oos_anchor,late21,adapter_prototype,adapter_stress_or_anchor_pair(어댑터 압박/앵커 쌍),late21 adapter prototype(후반 21시 어댑터 원형),carry_forward_adapter_prototype_axis,98.6,0.068,-42,-14.15,189.67,1.12,313,22.88,0.61,1.0,0.898148148148,55,485,7647698b6fb69ce378e689021a9ffa86d076e6083ed493d66159b75799582469,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267D/adapter_p2_materialization/adapter_prototype/late21/s264_aia/features/s264_aia_late21.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267D/adapter_p2_materialization/adapter_prototype/late21/s264_aia/models/s264_aia_late21_model.csv,OPV2/s267d/run267D_adapter_p2/late21/s264_aia/features/s264_aia_late21.csv,OPV2/s267d/run267D_adapter_p2/late21/s264_aia/models/s264_aia_late21_model.csv,"adapter_probe_ready_not_selection(어댑터 탐침 준비, 선택은 아님)",zoomed equity curve(확대 평가금 곡선); time-slice KPI(시간 구간 핵심 성과 지표); trade quality(거래 품질),research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
s264_aih,challenger_core,atrcomp,p2_replacement,p2_replacement_pair(2차 대체 쌍),ATR compression replacement(ATR 압축 대체),carry_forward_p2_replacement_axis,166.376,0.104,-40,-8.958,269.2,1.16,314,28.73,0.86,1.1,0.825925925926,94,446,2ab2c67dfb3005122906ff74808ec5571664937452c2a529c153bba5c78f7e24,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267D/adapter_p2_materialization/p2_replacement/atrcomp/s264_aih/features/s264_aih_atrcomp.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267D/adapter_p2_materialization/p2_replacement/atrcomp/s264_aih/models/s264_aih_atrcomp_model.csv,OPV2/s267d/run267D_adapter_p2/atrcomp/s264_aih/features/s264_aih_atrcomp.csv,OPV2/s267d/run267D_adapter_p2/atrcomp/s264_aih/models/s264_aih_atrcomp_model.csv,"p2_net_strong_signal_cost_watch(2차 순수익 강함, 신호 비용 관찰)",replacement robustness(대체 견고성); signal retention cost(신호 유지 비용); DD watch(손실폭 관찰),research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
s264_aia,oos_anchor,atrcomp,p2_replacement,p2_replacement_pair(2차 대체 쌍),ATR compression replacement(ATR 압축 대체),carry_forward_p2_replacement_axis,166.376,0.104,-40,-8.958,261.08,1.16,315,28.89,0.83,1.07,0.825925925926,94,446,7647698b6fb69ce378e689021a9ffa86d076e6083ed493d66159b75799582469,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267D/adapter_p2_materialization/p2_replacement/atrcomp/s264_aia/features/s264_aia_atrcomp.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267D/adapter_p2_materialization/p2_replacement/atrcomp/s264_aia/models/s264_aia_atrcomp_model.csv,OPV2/s267d/run267D_adapter_p2/atrcomp/s264_aia/features/s264_aia_atrcomp.csv,OPV2/s267d/run267D_adapter_p2/atrcomp/s264_aia/models/s264_aia_atrcomp_model.csv,"p2_net_strong_signal_cost_watch(2차 순수익 강함, 신호 비용 관찰)",replacement robustness(대체 견고성); signal retention cost(신호 유지 비용); DD watch(손실폭 관찰),research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
s258_stc,stress_challenger,atrcomp,p2_replacement,p2_replacement_pair(2차 대체 쌍),ATR compression replacement(ATR 압축 대체),carry_forward_p2_replacement_axis,166.376,0.104,-40,-8.958,260.91,1.14,334,29.99,0.78,0.97,0.825925925926,94,446,d236bdaee097504348693024cb9d469fa84f770a110e737e9670568b296d9c37,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267D/adapter_p2_materialization/p2_replacement/atrcomp/s258_stc/features/s258_stc_atrcomp.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267D/adapter_p2_materialization/p2_replacement/atrcomp/s258_stc/models/s258_stc_atrcomp_model.csv,OPV2/s267d/run267D_adapter_p2/atrcomp/s258_stc/features/s258_stc_atrcomp.csv,OPV2/s267d/run267D_adapter_p2/atrcomp/s258_stc/models/s258_stc_atrcomp_model.csv,"p2_net_strong_signal_cost_watch(2차 순수익 강함, 신호 비용 관찰)",replacement robustness(대체 견고성); signal retention cost(신호 유지 비용); DD watch(손실폭 관찰),research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
s264_lc,defensive_control,atrcomp,p2_replacement,p2_replacement_pair(2차 대체 쌍),ATR compression replacement(ATR 압축 대체),carry_forward_p2_replacement_axis,166.376,0.104,-40,-8.958,240.12,1.15,311,28.78,0.77,1.01,0.825925925926,94,446,57802ff8452e88002fcc25324198176680451bd754d1ed7eac425aba5090a0d8,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267D/adapter_p2_materialization/p2_replacement/atrcomp/s264_lc/features/s264_lc_atrcomp.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267D/adapter_p2_materialization/p2_replacement/atrcomp/s264_lc/models/s264_lc_atrcomp_model.csv,OPV2/s267d/run267D_adapter_p2/atrcomp/s264_lc/features/s264_lc_atrcomp.csv,OPV2/s267d/run267D_adapter_p2/atrcomp/s264_lc/models/s264_lc_atrcomp_model.csv,"p2_net_strong_signal_cost_watch(2차 순수익 강함, 신호 비용 관찰)",replacement robustness(대체 견고성); signal retention cost(신호 유지 비용); DD watch(손실폭 관찰),research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
s258_stc,stress_challenger,vlowadx,p2_replacement,p2_replacement_pair(2차 대체 쌍),vol-low ADX replacement(낮은 변동성 ADX 대체),carry_forward_p2_replacement_axis,102.6,0.058,-19.6,-2.616,203.28,1.1,357,39.62,0.57,0.54,0.942592592593,31,509,d236bdaee097504348693024cb9d469fa84f770a110e737e9670568b296d9c37,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267D/adapter_p2_materialization/p2_replacement/vlowadx/s258_stc/features/s258_stc_vlowadx.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267D/adapter_p2_materialization/p2_replacement/vlowadx/s258_stc/models/s258_stc_vlowadx_model.csv,OPV2/s267d/run267D_adapter_p2/vlowadx/s258_stc/features/s258_stc_vlowadx.csv,OPV2/s267d/run267D_adapter_p2/vlowadx/s258_stc/models/s258_stc_vlowadx_model.csv,"p2_retention_good_dd_watch(2차 유지율 좋음, 손실폭 관찰)",trade retention(거래 유지); shallow DD repair watch(얕은 손실폭 수리 관찰); feature dependency(피처 의존성),research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
