run_id,input_path,exists,sha256,availability,effect,claim_boundary
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364J/final_decision.json,True,b2912c39869db5058d0ffcd9f6da5f1c9206c6074fb4d4811afcf58d4eefacd5,tracked_or_materialized_with_manifest,input identity(입력 정체성)을 고정해 review(검토) 판단을 재현 가능하게 한다.,research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364J/required_gate_coverage_audit.csv,True,888881d62fabf79633775a25f4077e3fc08552e0bcc18780f96a3c22d0829d5d,tracked_or_materialized_with_manifest,input identity(입력 정체성)을 고정해 review(검토) 판단을 재현 가능하게 한다.,research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364J/proxy_threshold_surface.csv,True,df237fe31a677ff3d922b25d1099fc4a059c8992ca243da8abd80e5c129e8b25,tracked_or_materialized_with_manifest,input identity(입력 정체성)을 고정해 review(검토) 판단을 재현 가능하게 한다.,research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364J/model_scorecard.csv,True,3806f7c4f5894b6acc605bcfaec055346974471cc90bb679a2d15be1d1ba3f3a,tracked_or_materialized_with_manifest,input identity(입력 정체성)을 고정해 review(검토) 판단을 재현 가능하게 한다.,research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364J/onnx_smoke_report.csv,True,d0cdc3fd7cc1abb634a0f292ef93307f39eed1a042160b41ae54e38018126094,tracked_or_materialized_with_manifest,input identity(입력 정체성)을 고정해 review(검토) 판단을 재현 가능하게 한다.,research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364J/direct_label_summary.csv,True,268bdcfd8170df1f45100eabf1e46a74e0b0866fd08e0d62c8514fef3d5a6f56,tracked_or_materialized_with_manifest,input identity(입력 정체성)을 고정해 review(검토) 판단을 재현 가능하게 한다.,research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364J/proxy_trade_sample.csv,True,b42f2099187886def637d6aa840022266e05cb6c987a9394e708e23cd505eb46,tracked_or_materialized_with_manifest,input identity(입력 정체성)을 고정해 review(검토) 판단을 재현 가능하게 한다.,research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364J/run364K_next_queue.csv,True,bbd2a2fb31664959f40bd6c598095b79534f2e8692756b231660ff7c8e4b3c0e,tracked_or_materialized_with_manifest,input identity(입력 정체성)을 고정해 review(검토) 판단을 재현 가능하게 한다.,research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/03_reviews/run364J_direct_dense_m5_onnx_scout.md,True,6887dfc87a67a566185f2345abfb3d75f6b6fffe9136421718055aa7c5c315a1,tracked_or_materialized_with_manifest,input identity(입력 정체성)을 고정해 review(검토) 판단을 재현 가능하게 한다.,research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,stage_pipelines/stage364/review_direct_dense_m5_onnx_scout_without_db.py,True,7f239a1e177e3b6c119c4d6211c48d145e51d5e37f0b3ee13059734be3ae86aa,tracked_or_materialized_with_manifest,input identity(입력 정체성)을 고정해 review(검토) 판단을 재현 가능하게 한다.,research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
