audit_id,status,evidence,effect
feature_order_run267cf_01_s264_aih_loss_shape_proxy,passed,feature_count=35;source=32;engineered=3;hash=eec2f491d3a9eccd613ef28c80e34ef1e311eae551c68dd3b4c10dcc60899c5e,blocks MT5 execution if feature/model order is not coherent(피처/모델 순서가 맞지 않으면 MT5 실행 차단)
feature_order_run267cf_02_s264_lc_loss_shape_proxy,passed,feature_count=35;source=32;engineered=3;hash=c12fc10f04c644905b9e2c242556f0b686d9582892786606175c9252ff8ffea0,blocks MT5 execution if feature/model order is not coherent(피처/모델 순서가 맞지 않으면 MT5 실행 차단)
feature_order_run267cf_03_s262_lih_loss_shape_proxy,passed,feature_count=35;source=32;engineered=3;hash=43fc0e7de9583118c3b78c448d672fd8bbd6780833847c1974c787332ae32ffa,blocks MT5 execution if feature/model order is not coherent(피처/모델 순서가 맞지 않으면 MT5 실행 차단)
feature_order_run267cf_04_s264_aia_loss_shape_proxy,passed,feature_count=35;source=32;engineered=3;hash=ab74438cdb9e89a8bce0cece99546fbd7c09cef57285804a0bdebd35d8855c1b,blocks MT5 execution if feature/model order is not coherent(피처/모델 순서가 맞지 않으면 MT5 실행 차단)
feature_order_run267cf_05_s258_stc_loss_shape_proxy,passed,feature_count=35;source=32;engineered=3;hash=e82f84976ae76f2420667d703e5381d13bf4153076c4e703012f7a24dbbbf903,blocks MT5 execution if feature/model order is not coherent(피처/모델 순서가 맞지 않으면 MT5 실행 차단)
feature_order_run267cf_06_s264_aih_similar_repl,passed,feature_count=35;source=32;engineered=3;hash=b089a6a3dca06d3c496f7d939c76e4d1a1fa0a63bd857ffcbc10a896452db059,blocks MT5 execution if feature/model order is not coherent(피처/모델 순서가 맞지 않으면 MT5 실행 차단)
feature_order_run267cf_07_s264_lc_similar_repl,passed,feature_count=35;source=32;engineered=3;hash=cd010f8a56bbacdfd91931a389a4d698aab529cb060b155350044223a0c85c5d,blocks MT5 execution if feature/model order is not coherent(피처/모델 순서가 맞지 않으면 MT5 실행 차단)
feature_order_run267cf_08_s262_lih_similar_repl,passed,feature_count=35;source=32;engineered=3;hash=146ef81ad3848c48eded98b3f0f687fc7e4db7630e21a30d8d9c80dcf7a0bc55,blocks MT5 execution if feature/model order is not coherent(피처/모델 순서가 맞지 않으면 MT5 실행 차단)
feature_order_run267cf_09_s264_aia_similar_repl,passed,feature_count=35;source=32;engineered=3;hash=d1015661328c6c3baa3fc506943e68e8c88dacf2c2f1c6f4005d252b444d3772,blocks MT5 execution if feature/model order is not coherent(피처/모델 순서가 맞지 않으면 MT5 실행 차단)
feature_order_run267cf_10_s258_stc_similar_repl,passed,feature_count=35;source=32;engineered=3;hash=a1d60b50563206cafcd6cd56b80b0f525a837350688f74c8e79522ec4dce1ca9,blocks MT5 execution if feature/model order is not coherent(피처/모델 순서가 맞지 않으면 MT5 실행 차단)
