run_id,input_path,exists,sha256,source_run_id,effect,claim_boundary
run364BF_review_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BE/final_decision.json,True,28a3783864a06165f93ecc8d4d379f82dac70594ed666e1a10a15c13562abc13,run364BE_execute_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,BF review input identity(BF 검토 입력 정체성)를 고정한다.,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BF_review_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BE/required_gate_coverage_audit.csv,True,4a801768358b9bb93a4e84cb58e6a1313df6f8c372098a12fb86ad8b979b9efb,run364BE_execute_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,BF review input identity(BF 검토 입력 정체성)를 고정한다.,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BF_review_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BE/density_restore_stress_candidate_mt5_probe_summary.csv,True,bb6880e5f532e315e5e44437c61f5d30f57b7507a29cfdf37d72d21c85fc3be3,run364BE_execute_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,BF review input identity(BF 검토 입력 정체성)를 고정한다.,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BF_review_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BE/proxy_mt5_runtime_difference.csv,True,0156ba1236e46cdf676a9a6fb7a5002d9e81a1e07a666e9f68fe2ae49880fe37,run364BE_execute_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,BF review input identity(BF 검토 입력 정체성)를 고정한다.,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BF_review_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BE/probability_runtime_difference.csv,True,0d4e1b7239a6d8280505c93b720605c4a1c671d40b51f5afe2e56d4870131ade,run364BE_execute_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,BF review input identity(BF 검토 입력 정체성)를 고정한다.,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BF_review_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BE/runtime_output_copy_manifest.csv,True,5cd9084cc6344c59d86725351dbe1041a4b2c9534d48eccf89e274ac6247301f,run364BE_execute_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,BF review input identity(BF 검토 입력 정체성)를 고정한다.,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BF_review_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BE/strategy_tester_report_records.json,True,f51089c143d6a472c339111cd4ecc9ebe31a4ff3a7bb1754c789c27f2d661fd6,run364BE_execute_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,BF review input identity(BF 검토 입력 정체성)를 고정한다.,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BF_review_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BE/mt5_execution_result.json,True,c78fed1b1450149db94ebcb434e1f784041639d14e492d7da83f2b28abcbf80f,run364BE_execute_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,BF review input identity(BF 검토 입력 정체성)를 고정한다.,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BF_review_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BE/expected_kpi_summary.csv,True,4acb45d4dd4e073870c42f4b2acedb712e4ea9f5a8e70e759ef3930338588b23,run364BE_execute_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,BF review input identity(BF 검토 입력 정체성)를 고정한다.,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BF_review_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/03_reviews/run364BE_density_restore_stress_candidate_mt5_runtime_probe.md,True,9f59da03ab11b6c4667b8d833149c5e6a0736f43411acde8c66c13a70967c6f1,run364BE_execute_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,BF review input identity(BF 검토 입력 정체성)를 고정한다.,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
