bar_time_server,stage56_context_et_event_signal,stage264_source_feature_rank_bucket,stage264_source_feature_gate_allow_inner_high_quarter,stage267_adx_atr_soft_score
2024.01.03 21:05:00,0,0,0,0
2024.01.03 21:10:00,0,0,0,0.0688938291817
2024.01.03 21:15:00,0,0,0,0.153872825419
2024.01.03 21:20:00,0,0,0,0.23216945026
2024.01.03 21:25:00,0,0,0,0.348081995628
2024.01.03 21:30:00,0,1,0,0.156310420979
2024.01.03 21:35:00,0,0,0,0.135191403512
2024.01.03 21:40:00,0,0,0,0.132680613215
2024.01.03 21:45:00,0,0,0,0.118203326272
2024.01.03 21:50:00,-1,0,0,0.132367564612
2024.01.03 22:00:00,0,0,0,0.139018210286
2024.01.04 16:40:00,0,0,0,0
2024.01.04 16:45:00,0,1,0,0
2024.01.04 16:50:00,0,0,0,0
2024.01.04 16:55:00,0,1,0,0
2024.01.04 17:00:00,0,1,0,0
2024.01.04 17:05:00,0,0,0,0
2024.01.04 17:10:00,0,1,0,0
2024.01.04 17:15:00,0,1,0,0
2024.01.04 17:20:00,0,1,0,0
2024.01.04 17:25:00,1,0,0,0
2024.01.04 17:30:00,0,0,0,0
2024.01.04 17:35:00,0,0,0,0
2024.01.04 17:40:00,0,0,0,0
2024.01.04 17:45:00,0,0,0,0
2024.01.04 17:50:00,0,0,0,0
2024.01.04 17:55:00,0,0,0,0
2024.01.04 18:00:00,0,0,0,0
2024.01.04 18:05:00,0,0,0,0.02125806225
2024.01.04 18:15:00,0,0,0,0.0752683680829
2024.01.04 18:35:00,0,0,0,0.423062385624
2024.01.04 18:40:00,0,0,0,0.430426669215
2024.01.04 18:45:00,0,0,0,0.48229314154
2024.01.04 18:50:00,0,0,0,0.427861324595
2024.01.04 18:55:00,0,0,0,0.320391191009
2024.01.04 19:00:00,0,0,0,0.381662104517
2024.01.04 19:05:00,0,0,0,0.413561665946
2024.01.04 19:15:00,0,0,0,0.546553459304
2024.01.04 19:20:00,0,0,0,0.627025942129
2024.01.04 19:25:00,0,0,0,0.721723726226
2024.01.04 19:30:00,0,0,0,0.773355215259
2024.01.04 19:35:00,0,0,0,0.802539199384
2024.01.04 19:40:00,0,0,0,0.838426496455
2024.01.04 19:45:00,0,0,0,0.878580072997
2024.01.04 19:50:00,0,0,0,0.81904526806
2024.01.04 19:55:00,0,0,0,0.718319522168
2024.01.04 20:00:00,0,0,0,0.690697987874
2024.01.04 20:05:00,0,0,0,0.655008188883
2024.01.04 20:10:00,0,0,0,0.646490478516
2024.01.04 20:15:00,0,0,0,0.578103637695
2024.01.04 20:20:00,0,0,0,0.541626485189
2024.01.04 20:25:00,0,0,0,0.528937276204
2024.01.04 20:30:00,0,0,0,0.59014561971
2024.01.04 20:40:00,0,0,0,0.911929575602
2024.01.04 20:45:00,0,0,0,0.915031941732
2024.01.04 20:50:00,0,0,0,0.747196960449
2024.01.04 20:55:00,0,0,0,0.699740600586
2024.01.04 21:00:00,0,0,0,0.720512390137
2024.01.04 21:05:00,0,0,0,0.80735727946
2024.01.04 21:10:00,0,0,0,0.91051864624
2024.01.04 21:15:00,0,0,0,0.888656616211
2024.01.04 21:20:00,0,0,0,0.784715270996
2024.01.04 21:25:00,0,0,0,0.614541371663
2024.01.04 21:30:00,0,0,0,0.44816716512
2024.01.04 21:35:00,0,0,0,0.258450317383
2024.01.04 21:40:00,0,0,0,0.115802256266
2024.01.04 21:45:00,0,0,0,0
2024.01.04 21:50:00,0,0,0,0
2024.01.04 21:55:00,0,0,0,0
2024.01.04 22:00:00,0,0,0,0
2024.01.05 16:40:00,0,1,0,0
2024.01.05 16:45:00,0,0,0,0
2024.01.05 16:50:00,0,1,0,0
2024.01.05 16:55:00,0,1,0,0
2024.01.05 17:00:00,0,1,0,0
2024.01.05 17:05:00,0,1,0,0
2024.01.05 17:10:00,0,1,0,0
2024.01.05 17:15:00,0,1,0,0
2024.01.05 17:20:00,0,0,0,0
2024.01.05 17:25:00,1,1,0,0
2024.01.05 17:30:00,0,0,0,0
2024.01.05 17:35:00,0,0,0,0
2024.01.05 17:40:00,0,0,0,0
2024.01.05 17:45:00,0,0,0,0
2024.01.05 17:50:00,0,0,0,0
2024.01.05 17:55:00,-1,0,0,0
2024.01.05 18:10:00,0,0,0,0
2024.01.05 18:15:00,0,0,0,0
2024.01.05 18:20:00,0,0,0,0
2024.01.05 18:25:00,0,0,0,0.0596533104373
2024.01.05 18:30:00,0,1,0,0.154146696527
2024.01.05 18:35:00,0,0,0,0.323253821717
2024.01.05 18:40:00,0,0,0,0.570825208322
2024.01.05 18:45:00,0,1,0,0.56692679209
2024.01.05 18:50:00,0,1,0,0.565001217719
2024.01.05 18:55:00,0,0,0,0.526043984623
2024.01.05 19:00:00,0,0,0,0.532712645594
2024.01.05 19:05:00,0,0,0,0.54729570903
2024.01.05 19:10:00,0,2,0,0.498450893189
2024.01.05 19:15:00,-1,2,1,0.638224762485
2024.01.05 19:20:00,0,1,0,0.660531310814
2024.01.05 19:25:00,0,0,0,0.632964833946
2024.01.05 19:30:00,0,0,0,0.520684601508
2024.01.05 19:35:00,0,0,0,0.434529454491
2024.01.05 19:40:00,0,0,0,0.417173737772
2024.01.05 19:45:00,0,0,0,0.491498449571
2024.01.05 19:50:00,0,0,0,0.496944936117
2024.01.05 19:55:00,0,0,0,0.491656748454
2024.01.05 20:00:00,0,0,0,0.48674621582
2024.01.05 20:05:00,0,0,0,0.333720906576
2024.01.05 20:10:00,0,0,0,0.191625722249
2024.01.05 20:15:00,0,0,0,0.0284934997559
2024.01.05 20:20:00,0,0,0,0
2024.01.05 20:25:00,0,0,0,0
2024.01.05 20:30:00,0,0,0,0
2024.01.05 20:35:00,0,0,0,0.0610783894857
2024.01.05 20:40:00,0,0,0,0.302844746908
2024.01.05 20:45:00,0,0,0,0.527341969808
2024.01.05 20:50:00,0,0,0,0.734644826253
2024.01.05 20:55:00,0,0,0,0.916869099935
2024.01.05 21:00:00,0,0,0,0.883236694336
2024.01.05 21:05:00,0,0,0,0.697620646159
2024.01.05 21:10:00,0,0,0,0.560496520996
2024.01.05 21:15:00,0,0,0,0.495452880859
2024.01.05 21:20:00,0,0,0,0.410986328125
2024.01.05 21:25:00,0,0,0,0.332553354899
2024.01.05 21:30:00,0,0,0,0.259722646077
2024.01.05 21:40:00,0,0,0,0.131364313761
2024.01.05 21:45:00,0,0,0,0.200049591064
2024.01.05 21:50:00,0,0,0,0.309957885742
2024.01.05 21:55:00,0,0,0,0.567467753092
2024.01.05 22:00:00,0,0,0,0.818116760254
2024.01.08 16:45:00,0,1,0,0
2024.01.08 16:50:00,0,0,0,0
2024.01.08 16:55:00,0,0,0,0
2024.01.08 17:00:00,0,2,0,0
2024.01.08 17:05:00,0,2,0,0
2024.01.08 17:10:00,0,0,0,0
2024.01.08 17:15:00,0,0,0,0
2024.01.08 17:20:00,1,0,0,0
2024.01.08 17:25:00,0,0,0,0
2024.01.08 17:30:00,0,0,0,0
2024.01.08 17:35:00,0,0,0,0
2024.01.08 17:40:00,0,0,0,0
2024.01.08 17:45:00,0,0,0,0
2024.01.08 17:55:00,0,0,0,0
2024.01.08 18:10:00,0,0,0,0
2024.01.08 18:15:00,0,0,0,0
2024.01.08 18:25:00,0,0,0,0
2024.01.08 18:40:00,0,0,0,0
2024.01.08 18:50:00,0,0,0,0
2024.01.08 19:05:00,0,0,0,0
2024.01.08 19:20:00,0,0,0,0
2024.01.08 19:25:00,0,0,0,0
2024.01.08 19:45:00,0,0,0,0
2024.01.08 20:00:00,0,0,0,0
2024.01.08 20:05:00,0,0,0,0
2024.01.08 20:15:00,0,0,0,0
2024.01.08 20:35:00,0,0,0,0
2024.01.08 21:00:00,0,0,0,0
2024.01.08 21:05:00,0,0,0,0
2024.01.08 21:15:00,0,0,0,0
2024.01.08 21:25:00,0,0,0,0
2024.01.08 21:55:00,0,0,0,0
2024.01.08 22:00:00,0,0,0,0
2024.01.09 16:40:00,0,0,0,0
2024.01.09 16:45:00,0,0,0,0
2024.01.09 16:50:00,0,0,0,0
2024.01.09 16:55:00,0,0,0,0
2024.01.09 17:00:00,0,0,0,0
2024.01.09 17:05:00,0,0,0,0
2024.01.09 17:10:00,1,0,0,0
2024.01.09 17:15:00,0,0,0,0
2024.01.09 17:20:00,0,0,0,0
2024.01.09 17:30:00,0,1,0,0
2024.01.09 17:35:00,0,0,0,0
2024.01.09 17:40:00,0,0,0,0
2024.01.09 17:45:00,0,0,0,0
2024.01.09 17:50:00,0,0,0,0
2024.01.09 18:00:00,0,0,0,0
2024.01.09 18:05:00,0,0,0,0
2024.01.09 18:10:00,0,0,0,0
2024.01.09 18:15:00,0,0,0,0.00692485728453
2024.01.09 18:20:00,0,0,0,0.025162634582
2024.01.09 18:25:00,0,0,0,0.0778839484484
2024.01.09 18:35:00,0,0,0,0.0729778937919
2024.01.09 18:40:00,0,0,0,0.00966774812329
2024.01.09 18:45:00,0,0,0,0
2024.01.09 18:55:00,0,0,0,0
2024.01.09 19:05:00,0,0,0,0
2024.01.09 19:10:00,0,0,0,0
2024.01.09 19:20:00,0,0,0,0
2024.01.09 19:25:00,0,0,0,0
2024.01.09 19:30:00,0,0,0,0
2024.01.09 19:35:00,0,0,0,0
2024.01.09 19:45:00,0,0,0,0
2024.01.09 19:50:00,0,0,0,0
2024.01.09 19:55:00,0,0,0,0
2024.01.09 20:00:00,0,0,0,0
2024.01.09 20:05:00,0,0,0,0
2024.01.09 20:10:00,0,0,0,0
2024.01.09 20:15:00,0,0,0,0
2024.01.09 20:20:00,0,0,0,0
2024.01.09 20:25:00,0,0,0,0
2024.01.09 20:35:00,0,0,0,0
2024.01.09 20:40:00,0,0,0,0
2024.01.09 20:50:00,0,0,0,0
2024.01.09 20:55:00,0,0,0,0
2024.01.09 21:15:00,0,0,0,0.331190084132
2024.01.09 21:25:00,0,0,0,0.766106923421
2024.01.09 21:30:00,0,0,0,0.867125265122
2024.01.09 21:35:00,0,0,0,0.989371999105
2024.01.09 21:45:00,0,0,0,0.808596547445
2024.01.09 21:50:00,0,0,0,0.728651936849
2024.01.09 21:55:00,0,0,0,0.622347259521
2024.01.09 22:00:00,0,0,0,0.518634033203
2024.01.10 16:40:00,0,1,0,0.207135053904
2024.01.10 16:45:00,-1,0,0,0.1641316224
2024.01.10 16:50:00,0,0,0,0.162029192644
2024.01.10 16:55:00,0,0,0,0.00638239492195
2024.01.10 17:00:00,0,0,0,0
2024.01.10 17:05:00,0,0,0,0
2024.01.10 17:10:00,0,0,0,0
2024.01.10 17:15:00,0,0,0,0
2024.01.10 17:20:00,0,0,0,0
2024.01.10 17:30:00,0,0,0,0
2024.01.10 17:50:00,0,0,0,0
2024.01.10 18:15:00,0,0,0,0.175850608495
2024.01.10 18:20:00,0,0,0,0.272401955328
2024.01.10 18:25:00,0,0,0,0.318027982972
2024.01.10 18:35:00,0,0,0,0.252445421488
2024.01.10 18:55:00,0,0,0,0.0723207991364
2024.01.10 19:00:00,0,0,0,0
2024.01.10 19:05:00,0,0,0,0
2024.01.10 19:20:00,0,0,0,0
2024.01.10 19:30:00,0,0,0,0
2024.01.10 20:00:00,0,0,0,0.306657409668
2024.01.10 20:05:00,0,0,0,0.572569274902
2024.01.10 20:10:00,0,0,0,0.809085213151
2024.01.10 20:15:00,0,0,0,0.741694861913
2024.01.10 20:25:00,0,0,0,0.776082471433
2024.01.10 20:30:00,0,0,0,0.854953511556
2024.01.10 20:40:00,0,0,0,0.961616516113
2024.01.10 20:50:00,0,0,0,0.799702453613
2024.01.10 20:55:00,0,0,0,0.671946461995
2024.01.10 21:10:00,0,0,0,0.202911376953
2024.01.10 21:15:00,0,0,0,0
2024.01.10 21:20:00,0,0,0,0
2024.01.10 21:25:00,0,0,0,0
2024.01.10 21:30:00,0,0,0,0
2024.01.10 21:35:00,0,0,0,0
2024.01.10 21:40:00,0,0,0,0
2024.01.10 21:45:00,0,0,0,0
2024.01.10 21:50:00,0,0,0,0
2024.01.10 21:55:00,0,0,0,0
2024.01.11 16:40:00,0,0,0,0
2024.01.11 16:45:00,0,0,0,0
2024.01.11 16:50:00,0,0,0,0
2024.01.11 16:55:00,0,0,0,0
2024.01.11 17:00:00,0,0,0,0
2024.01.11 17:05:00,0,1,0,0
2024.01.11 17:10:00,0,1,0,0
2024.01.11 17:15:00,0,2,0,0
2024.01.11 17:20:00,0,0,0,0
2024.01.11 17:25:00,0,0,0,0
2024.01.11 17:30:00,0,0,0,0
2024.01.11 17:35:00,0,1,0,0
2024.01.11 17:40:00,0,0,0,0
2024.01.11 17:45:00,0,0,0,0
2024.01.11 17:50:00,-1,1,0,0
2024.01.11 17:55:00,0,1,0,0
2024.01.11 18:00:00,0,1,0,0
2024.01.11 18:05:00,0,1,0,0
2024.01.11 18:10:00,0,0,0,0
2024.01.11 18:15:00,0,0,0,0
2024.01.11 18:20:00,0,0,0,0
2024.01.11 18:25:00,0,0,0,0
2024.01.11 18:30:00,0,0,0,0
2024.01.11 18:40:00,0,0,0,0
2024.01.11 18:45:00,0,0,0,0
2024.01.11 18:50:00,0,0,0,0
2024.01.11 18:55:00,0,0,0,0
2024.01.11 19:00:00,0,0,0,0
2024.01.11 19:05:00,0,0,0,0
2024.01.11 19:10:00,0,0,0,0
2024.01.11 19:15:00,0,0,0,0
2024.01.11 19:20:00,0,0,0,0
2024.01.11 19:25:00,0,0,0,0
2024.01.11 19:30:00,0,0,0,0
2024.01.11 19:35:00,0,0,0,0
2024.01.11 19:40:00,0,0,0,0
2024.01.11 19:45:00,0,0,0,0.124607673409
2024.01.11 19:50:00,0,0,0,0.361452958663
2024.01.11 19:55:00,0,0,0,0.45644938151
2024.01.11 20:00:00,0,0,0,0.562783050537
2024.01.11 20:05:00,0,0,0,0.580446795059
2024.01.11 20:10:00,0,0,0,0.557379659017
2024.01.11 20:15:00,0,0,0,0.528171284993
2024.01.11 20:20:00,0,0,0,0.433347066243
2024.01.11 20:25:00,0,0,0,0.343439992269
2024.01.11 20:30:00,0,0,0,0.24799041748
2024.01.11 20:35:00,0,0,0,0.15577138265
2024.01.11 20:40:00,0,0,0,0.0489814758301
2024.01.11 20:55:00,0,0,0,0
2024.01.11 21:00:00,0,0,0,0
2024.01.11 21:10:00,0,0,0,0
2024.01.11 21:30:00,0,0,0,0
2024.01.11 21:35:00,0,0,0,0
2024.01.11 21:40:00,0,0,0,0
2024.01.11 21:55:00,0,0,0,0
2024.01.11 22:00:00,0,0,0,0
2024.01.12 16:40:00,0,0,0,0
2024.01.12 16:55:00,0,0,0,0
2024.01.12 17:00:00,-1,2,0,0
2024.01.12 17:05:00,0,0,0,0
2024.01.12 17:10:00,1,0,0,0
2024.01.12 17:15:00,0,0,0,0
2024.01.12 17:20:00,0,0,0,0
2024.01.12 17:25:00,0,0,0,0
2024.01.12 17:30:00,0,0,0,0
2024.01.12 17:35:00,0,0,0,0
2024.01.12 17:40:00,0,0,0,0
2024.01.12 17:45:00,0,1,0,0
2024.01.12 17:50:00,-1,0,0,0
2024.01.12 17:55:00,0,0,0,0
2024.01.12 18:00:00,0,0,0,0
2024.01.12 18:05:00,0,1,0,0
2024.01.12 18:10:00,0,1,0,0
2024.01.12 18:15:00,0,0,0,0
2024.01.12 18:20:00,0,0,0,0.0083107152092
2024.01.12 18:25:00,0,0,0,0.0455016650954
2024.01.12 18:30:00,0,0,0,0.0622417338251
2024.01.12 18:35:00,0,0,0,0.0439283406175
2024.01.12 18:40:00,1,0,0,0.03614656141
2024.01.12 18:45:00,0,0,0,0.0742737594934
2024.01.12 18:50:00,0,0,0,0.098544604221
2024.01.12 18:55:00,0,0,0,0.132477912533
2024.01.12 19:05:00,0,0,0,0.29303502202
2024.01.12 19:10:00,0,0,0,0.370244052009
2024.01.12 19:15:00,0,0,0,0.351799793726
2024.01.12 19:20:00,0,0,0,0.273660596601
2024.01.12 19:25:00,0,0,0,0.124404144287
2024.01.12 19:30:00,0,0,0,0.0662773132324
2024.01.12 19:35:00,0,0,0,0
2024.01.12 19:40:00,0,0,0,0
2024.01.12 19:45:00,0,0,0,0
2024.01.12 19:50:00,0,0,0,0
2024.01.12 19:55:00,0,0,0,0
2024.01.12 20:00:00,0,0,0,0
2024.01.12 20:05:00,0,0,0,0
2024.01.12 20:10:00,0,0,0,0
2024.01.12 20:25:00,0,0,0,0
2024.01.12 20:30:00,0,0,0,0
2024.01.12 20:35:00,0,0,0,0
2024.01.12 20:40:00,0,0,0,0
2024.01.12 20:55:00,0,0,0,0
2024.01.12 21:25:00,0,0,0,0
2024.01.12 21:35:00,0,0,0,0
2024.01.12 21:40:00,0,0,0,0
2024.01.12 21:45:00,0,0,0,0.111582183838
2024.01.12 21:50:00,0,0,0,0.254795328776
2024.01.12 21:55:00,0,0,0,0.29001566569
2024.01.16 16:40:00,-1,1,1,0.0323992758374
2024.01.16 16:45:00,0,1,0,0
2024.01.16 16:50:00,0,1,0,0
2024.01.16 16:55:00,0,1,0,0
2024.01.16 17:00:00,0,0,0,0
2024.01.16 17:05:00,0,0,0,0
2024.01.16 17:10:00,1,0,0,0
2024.01.16 17:15:00,0,1,0,0
2024.01.16 17:20:00,0,1,0,0
2024.01.16 17:25:00,0,0,0,0
2024.01.16 17:30:00,0,1,0,0
2024.01.16 17:35:00,0,1,0,0
2024.01.16 17:40:00,0,1,0,0
2024.01.16 17:45:00,0,1,0,0
2024.01.16 17:50:00,0,0,0,0
2024.01.16 17:55:00,0,0,0,0
2024.01.16 18:05:00,-1,1,1,0
2024.01.16 18:10:00,0,0,0,0
2024.01.16 18:15:00,0,0,0,0
2024.01.16 18:20:00,0,0,0,0
2024.01.16 18:25:00,0,0,0,0
2024.01.16 18:30:00,0,0,0,0
2024.01.16 18:35:00,0,0,0,0
2024.01.16 18:40:00,0,0,0,0
2024.01.16 18:45:00,0,0,0,0
2024.01.16 18:50:00,0,0,0,0
2024.01.16 18:55:00,0,0,0,0
2024.01.16 19:00:00,0,1,0,0.00568713730702
2024.01.16 19:05:00,0,1,0,0.00979131658898
2024.01.16 19:10:00,0,1,0,0.070726692477
2024.01.16 19:15:00,-1,1,1,0.145016229044
2024.01.16 19:20:00,0,0,0,0.254249321425
2024.01.16 19:25:00,0,0,0,0.38846947512
2024.01.16 19:30:00,0,0,0,0.450462674682
2024.01.16 19:35:00,0,0,0,0.512859785511
2024.01.16 19:40:00,0,0,0,0.543602495627
2024.01.16 19:45:00,0,0,0,0.628246538765
2024.01.16 19:50:00,0,0,0,0.606865900625
2024.01.16 19:55:00,0,0,0,0.580206356329
2024.01.16 20:00:00,0,0,0,0.511492870913
2024.01.16 20:05:00,0,0,0,0.41934483846
2024.01.16 20:15:00,0,0,0,0.403909556071
2024.01.16 20:20:00,0,0,0,0.652723693848
2024.01.16 20:25:00,0,0,0,0.867921702067
2024.01.16 20:30:00,0,0,0,0.932251230876
2024.01.16 20:40:00,0,0,0,0.653745778402
2024.01.16 20:45:00,0,0,0,0.576295216878
2024.01.16 20:55:00,0,0,0,0.606399027507
2024.01.16 21:05:00,0,0,0,0.715002441406
2024.01.16 21:10:00,0,0,0,0.769644927979
2024.01.16 21:15:00,0,0,0,0.902423604329
2024.01.16 21:20:00,0,0,0,0.913051859538
2024.01.16 21:25:00,0,0,0,0.781317901611
2024.01.16 21:30:00,0,0,0,0.805022176107
2024.01.16 21:35:00,0,0,0,0.827033233643
2024.01.16 21:50:00,0,0,0,0.842268625895
2024.01.17 16:40:00,-1,3,0,0
2024.01.17 16:45:00,0,3,0,0
2024.01.17 16:50:00,0,3,0,0
2024.01.17 16:55:00,0,3,0,0
2024.01.17 17:00:00,0,2,0,0
2024.01.17 17:05:00,0,1,0,0
2024.01.17 17:10:00,0,0,0,0
2024.01.17 17:15:00,0,0,0,0
2024.01.17 17:20:00,0,0,0,0
2024.01.17 17:25:00,0,0,0,0
2024.01.17 17:30:00,0,0,0,0
2024.01.17 17:35:00,0,0,0,0
2024.01.17 17:40:00,0,0,0,0
2024.01.17 17:45:00,0,0,0,0
2024.01.17 17:50:00,-1,0,0,0
2024.01.17 17:55:00,0,0,0,0
2024.01.17 18:00:00,0,0,0,0
2024.01.17 18:05:00,0,0,0,0
2024.01.17 18:10:00,0,0,0,0
2024.01.17 18:15:00,0,0,0,0
2024.01.17 18:20:00,0,0,0,0.0353118683381
2024.01.17 18:25:00,0,0,0,0.0423312641581
2024.01.17 18:30:00,0,0,0,0.0730344462179
2024.01.17 18:35:00,0,0,0,0.126835656601
2024.01.17 18:40:00,0,0,0,0.158627580008
2024.01.17 18:45:00,0,0,0,0.183965841398
2024.01.17 18:50:00,0,0,0,0.233397231029
2024.01.17 18:55:00,0,0,0,0.384170849253
2024.01.17 19:00:00,0,0,0,0.605258652166
2024.01.17 19:05:00,0,0,0,0.768382864747
2024.01.17 19:10:00,0,0,0,0.940168507894
2024.01.17 19:15:00,0,0,0,0.984222157796
2024.01.17 19:20:00,0,0,0,0.974870808919
2024.01.17 19:25:00,0,0,0,0.775344179355
2024.01.17 19:30:00,0,0,0,0.630324554443
2024.01.17 19:35:00,0,0,0,0.495040384928
2024.01.17 19:40:00,0,0,0,0.371677907308
2024.01.17 19:45:00,0,0,0,0.344700622559
2024.01.17 19:50:00,0,0,0,0.285113016764
2024.01.17 19:55:00,0,0,0,0.125280507406
2024.01.17 20:00:00,0,0,0,0.0703936258952
2024.01.17 20:05:00,0,0,0,0.0880157470703
2024.01.17 20:10:00,0,0,0,0.0482920328776
2024.01.17 20:15:00,0,0,0,0
2024.01.17 20:20:00,0,0,0,0
2024.01.17 20:25:00,0,0,0,0.0746699015299
2024.01.17 20:30:00,0,0,0,0.177912648519
2024.01.17 20:35:00,0,0,0,0.354976654053
2024.01.17 20:40:00,0,0,0,0.522373199463
2024.01.17 20:45:00,0,0,0,0.719757588704
2024.01.17 20:50:00,0,0,0,0.942033131917
2024.01.17 20:55:00,0,0,0,0.934525044759
2024.01.17 21:00:00,0,0,0,0.863998921712
2024.01.17 21:05:00,0,0,0,0.882312011719
2024.01.17 21:10:00,0,0,0,0.893376922607
2024.01.17 21:15:00,0,0,0,0.919633483887
2024.01.17 21:20:00,0,0,0,0.94403330485
2024.01.17 21:25:00,0,0,0,0.887188975016
2024.01.17 21:30:00,0,0,0,0.849868520101
2024.01.17 21:35:00,0,0,0,0.885403442383
2024.01.17 21:45:00,0,0,0,0.892173512777
2024.01.17 21:50:00,0,0,0,0.72133585612
2024.01.17 21:55:00,0,0,0,0.562701161702
2024.01.18 16:40:00,0,0,0,0
2024.01.18 16:45:00,0,0,0,0
2024.01.18 16:50:00,0,0,0,0
2024.01.18 16:55:00,0,0,0,0
2024.01.18 17:00:00,0,0,0,0
2024.01.18 17:05:00,0,0,0,0
