ledger_row_id,stage_id,run_id,subrun_id,parent_run_id,record_view,tier_scope,kpi_scope,scoreboard_lane,status,judgment,path,primary_kpi,guardrail_kpi,external_verification_status,notes,hcardrail_kpi,run_number,date,decision,next_run_id,rows,gate_passes,gate_total,claim_boundary,report_path,trained_models,onnx_parity,best_proxy,candidate_rows,positive_proxy_rows,best_model_id,best_proxy_net,attempt_rows,feature_matrix_rows,runtime_completed_rows,matched_rows,mismatch_rows,positive_net_rows,best_net_profit,best_profit_factor,operating_ready_rows,run_date,primary_artifact,view,tier,metric_scope,net_profit,profit_factor,expectancy,drawdown,recovery_factor,trade_count,candidate_model_id,result_status,expected_probability_rows,long_trade_count,short_trade_count,feature_count,task_seed_rows,eligible_task_rows,trained_model_rows,best_inner_holdout_proxy_net,best_inner_holdout_profit_factor,candidate_model_ids,probe_priority_model,raw_top_model,lane,family,primary_report,balance_control_model,cost_control_model,primary_proxy_net,primary_profit_factor,primary_recovery_factor,sample_rows,attempt_count,source_package_run_id,row_id,scoreboard,evidence_boundary,work_family,evidence_scope,run_key,question,next_action,trade_density_per_feature_day,trade_density_requirement_status,result_judgment,max_drawdown_amount,final_decision_path,created_at,gate_audit_path,expected_estimated_mt5_density,usable_report_rows,artifact_count,created_at_utc,required_gate_audit,kpi_summary,runtime_authority,operating_promotion,trade_density,source_authority,goal_achieve,run_family,run_type,input_run_id,output_path,result_path,selected_net_profit,selected_profit_factor,selected_trade_density,expected_net_profit,expected_profit_factor,expected_trade_count,expected_trade_density,route_attribution_boundary,scaled_density_estimate,max_drawdown_percent,strict_joint_pass_count
frontier27A_stage_open_soft_joint_satisfaction_penalty_bridge_union_hypothesis_design_v1__stage_open,stage_frontier_27__soft_joint_satisfaction_penalty_bridge_union_onnx_scout,frontier27A_stage_open_soft_joint_satisfaction_penalty_bridge_union_hypothesis_design_v1,frontier27A_stage_open_soft_joint_satisfaction_penalty_bridge_union_hypothesis_design_v1__stage_open,frontier26D_stage_closeout_joint_micro_satisfaction_v1,stage_open(단계 개방),not_applicable_stage_open(단계 개방에는 해당 없음),"planning_only_no_trading_kpi(계획 전용, 거래 KPI 없음)",stage_open(단계 개방),opened_frontier27_soft_joint_satisfaction_penalty_no_authority,stage_opened_after_grok_accepted_soft_penalty_contract,stages/stage_frontier_27__soft_joint_satisfaction_penalty_bridge_union_onnx_scout/03_reviews/frontier27A_stage_open_soft_joint_satisfaction_penalty_bridge_union_hypothesis_design_v1_report.md,"grok=accepted_new_hypothesis_medium_forbidden_path_risk(수용, 새 가설, 중간 금지 경로 위험);feature_hash=fa06973c24462298ea38d84528b07ca0adf357e506f3bfeea02eb0d5691ab8e2","soft_penalty_lock_no_model_training_no_wfo_no_mt5_no_authority(연성 페널티 잠금, 모델학습/WFO/MT5/권위 없음)","grok_stage_open_review_completed_runtime_probe_requires_handoff_candidate(그록 단계 개방 검토 완료, 런타임 탐침은 인계 후보 필요)",next=frontier27B_soft_joint_satisfaction_penalty_bridge_union_proxy_scout_v1;soft_penalty=true;no_authority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_claimed,not_claimed,,,not_claimed,stage_open(단계 개방),,,,,,,,,,,,,,,
frontier27B_soft_joint_satisfaction_penalty_bridge_union_proxy_scout_v1__tier_a_soft_penalty_proxy,stage_frontier_27__soft_joint_satisfaction_penalty_bridge_union_onnx_scout,frontier27B_soft_joint_satisfaction_penalty_bridge_union_proxy_scout_v1,frontier27B_soft_joint_satisfaction_penalty_bridge_union_proxy_scout_v1__tier_a_soft_penalty_proxy,frontier27A_stage_open_soft_joint_satisfaction_penalty_bridge_union_hypothesis_design_v1,Tier A separate(티어 A 분리),Tier A(티어 A),"soft_penalty_proxy_not_runtime(연성 페널티 프록시, 런타임 아님)",trade_shape_proxy(거래 형태 프록시),soft_penalty_scout_clue_proxy_no_authority,scout_clue_requires_repair_or_closeout_no_authority,stages/stage_frontier_27__soft_joint_satisfaction_penalty_bridge_union_onnx_scout/03_reviews/frontier27B_soft_joint_satisfaction_penalty_bridge_union_proxy_scout_v1_report.md,best=f27b_0181;oos_pf=1.151;oos_density=6.687;oos_dd=13.416,"proxy_only_no_repair_no_wfo_no_mt5_no_authority(프록시 전용, 수리/WFO/MT5/권위 없음)",out_of_scope_by_claim_no_handoff_candidate(인계 후보 없어 주장 범위 밖),micro=80;construct=60;union=234;density=189;scout=19;seed=0;handoff=0;f24overlap=0;f25overlap=0;f26overlap=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_claimed,not_claimed,,,not_claimed,experiment_execution(실험 실행),,,,,,,,,,,,,,,
frontier27B_soft_joint_satisfaction_penalty_bridge_union_proxy_scout_v1__tier_b_missing_required,stage_frontier_27__soft_joint_satisfaction_penalty_bridge_union_onnx_scout,frontier27B_soft_joint_satisfaction_penalty_bridge_union_proxy_scout_v1,frontier27B_soft_joint_satisfaction_penalty_bridge_union_proxy_scout_v1__tier_b_missing_required,frontier27A_stage_open_soft_joint_satisfaction_penalty_bridge_union_hypothesis_design_v1,Tier B separate(티어 B 분리),Tier B(티어 B),missing_required(필수 누락),trade_shape_proxy(거래 형태 프록시),soft_penalty_scout_clue_proxy_no_authority,scout_clue_requires_repair_or_closeout_no_authority,stages/stage_frontier_27__soft_joint_satisfaction_penalty_bridge_union_onnx_scout/03_reviews/frontier27B_soft_joint_satisfaction_penalty_bridge_union_proxy_scout_v1_report.md,"missing_required_no_tier_b_model_input(필수 누락, Tier B 모델 입력 없음)",no_tier_b_claim(티어 B 주장 없음),"not_applicable_proxy_no_mt5(프록시, MT5 없음)",Tier B source absent(티어 B 원천 없음),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_claimed,not_claimed,,,not_claimed,experiment_execution(실험 실행),,,,,,,,,,,,,,,
frontier27B_soft_joint_satisfaction_penalty_bridge_union_proxy_scout_v1__tier_ab_combined_out_of_scope,stage_frontier_27__soft_joint_satisfaction_penalty_bridge_union_onnx_scout,frontier27B_soft_joint_satisfaction_penalty_bridge_union_proxy_scout_v1,frontier27B_soft_joint_satisfaction_penalty_bridge_union_proxy_scout_v1__tier_ab_combined_out_of_scope,frontier27A_stage_open_soft_joint_satisfaction_penalty_bridge_union_hypothesis_design_v1,Tier A+B combined(티어 A+B 합산),Tier A+B(티어 A+B),out_of_scope_by_claim(주장 범위 밖),trade_shape_proxy(거래 형태 프록시),soft_penalty_scout_clue_proxy_no_authority,scout_clue_requires_repair_or_closeout_no_authority,stages/stage_frontier_27__soft_joint_satisfaction_penalty_bridge_union_onnx_scout/03_reviews/frontier27B_soft_joint_satisfaction_penalty_bridge_union_proxy_scout_v1_report.md,"out_of_scope_by_claim_no_combined_source(주장 범위 밖, 합산 원천 없음)",no_synthetic_combined_claim(합성 합산 주장 없음),"not_applicable_proxy_no_mt5(프록시, MT5 없음)",Combined source absent(합산 원천 없음),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_claimed,not_claimed,,,not_claimed,experiment_execution(실험 실행),,,,,,,,,,,,,,,
frontier27C_soft_joint_satisfaction_penalty_repair_or_closeout_decision_v1__tier_a_repair_decision,stage_frontier_27__soft_joint_satisfaction_penalty_bridge_union_onnx_scout,frontier27C_soft_joint_satisfaction_penalty_repair_or_closeout_decision_v1,frontier27C_soft_joint_satisfaction_penalty_repair_or_closeout_decision_v1__tier_a_repair_decision,frontier27B_soft_joint_satisfaction_penalty_bridge_union_proxy_scout_v1,Tier A separate(티어 A 분리),Tier A(티어 A),"repair_or_closeout_decision_not_runtime(수리 또는 마감 결정, 런타임 아님)",repair_decision_proxy(수리 결정 프록시),soft_penalty_repair_rejected_scout_only_no_seed_no_authority,preserved_clue_negative_memory_requires_stage_closeout_no_authority,stages/stage_frontier_27__soft_joint_satisfaction_penalty_bridge_union_onnx_scout/03_reviews/frontier27C_soft_joint_satisfaction_penalty_repair_or_closeout_decision_v1_report.md,scout=19;seed=0;handoff=0,"no_validation_targeted_repair_no_mt5_no_authority(검증 표적 수리 없음, MT5/권위 없음)",out_of_scope_by_claim_no_handoff_candidate_after_f27b(전선27B 뒤 인계 후보 없어 주장 범위 밖),f27_soft_penalty_restored_union_surface_and_19_scout_rows_reference_only(F27 연성 페널티는 합집합 표면과 19개 탐색 행을 복원한 참조 전용 단서);under_f27_locked_soft_penalty_rank_seed_and_handoff_remained_zero(F27 잠금 연성 페널티 순위 아래 씨앗과 인계는 0개로 남음);repair_not_run_because_allowed_train_only_filters_found_no_seed_and_heavier_coverage_probe_timed_out(허용된 학습 전용 필터는 씨앗을 찾지 못했고 더 무거운 구성 범위 탐침은 시간 초과되어 수리 미실행),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_claimed,not_claimed,,,not_claimed,experiment_execution(실험 실행),,,,,,,,,,,,,,,
frontier27C_soft_joint_satisfaction_penalty_repair_or_closeout_decision_v1__tier_b_missing_required,stage_frontier_27__soft_joint_satisfaction_penalty_bridge_union_onnx_scout,frontier27C_soft_joint_satisfaction_penalty_repair_or_closeout_decision_v1,frontier27C_soft_joint_satisfaction_penalty_repair_or_closeout_decision_v1__tier_b_missing_required,frontier27B_soft_joint_satisfaction_penalty_bridge_union_proxy_scout_v1,Tier B separate(티어 B 분리),Tier B(티어 B),missing_required(필수 누락),repair_decision_proxy(수리 결정 프록시),soft_penalty_repair_rejected_scout_only_no_seed_no_authority,preserved_clue_negative_memory_requires_stage_closeout_no_authority,stages/stage_frontier_27__soft_joint_satisfaction_penalty_bridge_union_onnx_scout/03_reviews/frontier27C_soft_joint_satisfaction_penalty_repair_or_closeout_decision_v1_report.md,"missing_required_no_tier_b_model_input(필수 누락, Tier B 모델 입력 없음)",no_tier_b_claim(티어 B 주장 없음),"not_applicable_proxy_no_mt5(프록시, MT5 없음)",Tier B source absent(티어 B 원천 없음),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_claimed,not_claimed,,,not_claimed,experiment_execution(실험 실행),,,,,,,,,,,,,,,
frontier27C_soft_joint_satisfaction_penalty_repair_or_closeout_decision_v1__tier_ab_combined_out_of_scope,stage_frontier_27__soft_joint_satisfaction_penalty_bridge_union_onnx_scout,frontier27C_soft_joint_satisfaction_penalty_repair_or_closeout_decision_v1,frontier27C_soft_joint_satisfaction_penalty_repair_or_closeout_decision_v1__tier_ab_combined_out_of_scope,frontier27B_soft_joint_satisfaction_penalty_bridge_union_proxy_scout_v1,Tier A+B combined(티어 A+B 합산),Tier A+B(티어 A+B),out_of_scope_by_claim(주장 범위 밖),repair_decision_proxy(수리 결정 프록시),soft_penalty_repair_rejected_scout_only_no_seed_no_authority,preserved_clue_negative_memory_requires_stage_closeout_no_authority,stages/stage_frontier_27__soft_joint_satisfaction_penalty_bridge_union_onnx_scout/03_reviews/frontier27C_soft_joint_satisfaction_penalty_repair_or_closeout_decision_v1_report.md,"out_of_scope_by_claim_no_combined_source(주장 범위 밖, 합산 원천 없음)",no_synthetic_combined_claim(합성 합산 주장 없음),"not_applicable_proxy_no_mt5(프록시, MT5 없음)",Combined source absent(합산 원천 없음),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_claimed,not_claimed,,,not_claimed,experiment_execution(실험 실행),,,,,,,,,,,,,,,
frontier27D_stage_closeout_soft_joint_satisfaction_penalty_v1__tier_a_stage_closeout,stage_frontier_27__soft_joint_satisfaction_penalty_bridge_union_onnx_scout,frontier27D_stage_closeout_soft_joint_satisfaction_penalty_v1,frontier27D_stage_closeout_soft_joint_satisfaction_penalty_v1__tier_a_stage_closeout,frontier27C_soft_joint_satisfaction_penalty_repair_or_closeout_decision_v1,Tier A separate(티어 A 분리),Tier A(티어 A),"stage_closeout_preserved_clue_negative_memory_not_runtime(단계 마감 보존 단서+부정 기억, 런타임 아님)",stage_closeout(단계 마감),closed_preserved_clue_negative_memory_soft_penalty_scout_only_no_handoff,preserved_clue_negative_memory(보존 단서+부정 기억),stages/stage_frontier_27__soft_joint_satisfaction_penalty_bridge_union_onnx_scout/03_reviews/frontier27D_stage_closeout_soft_joint_satisfaction_penalty_v1_report.md,micro=80;union=234;scout=19;seed=0;handoff=0,no_wfo_no_mt5_no_runtime_authority(WFO/MT5/런타임 권위 없음),runtime_probe_ineligible_no_handoff_candidate_after_f27c_repair_decision(F27C 수리 결정 뒤 인계 후보 없어 런타임 탐침 부적격),f27_soft_penalty_restored_union_surface_and_19_scout_rows_reference_only(F27 연성 페널티는 합집합 표면과 19개 탐색 행을 복원한 참조 전용 단서);under_f27_locked_soft_penalty_rank_seed_and_handoff_remained_zero(F27 잠금 연성 페널티 순위 아래 씨앗과 인계는 0개로 남음);onnx_branch_unattempted_no_handoff_candidate_after_f27c_repair_decision(F27C 수리 결정 뒤 인계 후보 없어 ONNX 미시도),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_claimed,not_claimed,,,not_claimed,stage_closeout(단계 마감),,,,,,,,,,,,,,,
frontier27D_stage_closeout_soft_joint_satisfaction_penalty_v1__tier_b_missing_required,stage_frontier_27__soft_joint_satisfaction_penalty_bridge_union_onnx_scout,frontier27D_stage_closeout_soft_joint_satisfaction_penalty_v1,frontier27D_stage_closeout_soft_joint_satisfaction_penalty_v1__tier_b_missing_required,frontier27C_soft_joint_satisfaction_penalty_repair_or_closeout_decision_v1,Tier B separate(티어 B 분리),Tier B(티어 B),missing_required(필수 누락),stage_closeout(단계 마감),closed_preserved_clue_negative_memory_soft_penalty_scout_only_no_handoff,preserved_clue_negative_memory(보존 단서+부정 기억),stages/stage_frontier_27__soft_joint_satisfaction_penalty_bridge_union_onnx_scout/03_reviews/frontier27D_stage_closeout_soft_joint_satisfaction_penalty_v1_report.md,"missing_required_no_tier_b_model_input(필수 누락, Tier B 모델 입력 없음)",no_tier_b_claim(티어 B 주장 없음),not_applicable_stage_closeout_no_mt5(단계 마감이라 MT5 없음),Tier B source absent(티어 B 원천 없음),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_claimed,not_claimed,,,not_claimed,stage_closeout(단계 마감),,,,,,,,,,,,,,,
frontier27D_stage_closeout_soft_joint_satisfaction_penalty_v1__tier_ab_combined_out_of_scope,stage_frontier_27__soft_joint_satisfaction_penalty_bridge_union_onnx_scout,frontier27D_stage_closeout_soft_joint_satisfaction_penalty_v1,frontier27D_stage_closeout_soft_joint_satisfaction_penalty_v1__tier_ab_combined_out_of_scope,frontier27C_soft_joint_satisfaction_penalty_repair_or_closeout_decision_v1,Tier A+B combined(티어 A+B 합산),Tier A+B(티어 A+B),out_of_scope_by_claim(주장 범위 밖),stage_closeout(단계 마감),closed_preserved_clue_negative_memory_soft_penalty_scout_only_no_handoff,preserved_clue_negative_memory(보존 단서+부정 기억),stages/stage_frontier_27__soft_joint_satisfaction_penalty_bridge_union_onnx_scout/03_reviews/frontier27D_stage_closeout_soft_joint_satisfaction_penalty_v1_report.md,"out_of_scope_by_claim_no_combined_source(주장 범위 밖, 합산 원천 없음)",no_synthetic_combined_claim(합성 합산 주장 없음),not_applicable_stage_closeout_no_mt5(단계 마감이라 MT5 없음),Combined source absent(합산 원천 없음),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_claimed,not_claimed,,,not_claimed,stage_closeout(단계 마감),,,,,,,,,,,,,,,
